part_id,lineside_location_id,min_qty,max_qty,qty_per
1732,801,0,100,1
1699,801,0,100,1
1465,801,0,100,2
31,801,0,100,1
122,801,0,100,2
1227,801,0,100,1
1231,801,0,100,1
1267,801,0,100,1
1273,801,0,100,3
1274,801,0,100,1
1287,801,0,100,1
1349,801,4,100,2
1350,801,0,100,1
1351,801,0,100,2
1352,801,0,100,1
1383,801,0,100,1
1385,801,0,100,1
1463,801,0,100,1
1464,801,0,100,1
1508,801,0,100,1
1525,801,0,100,1
1526,801,0,100,2
1528,801,0,100,1
1530,801,0,100,1
1531,801,0,100,1
1533,801,0,100,1
